,Deposit,DepositGroup,DepositType,Country,Region,Lat,Lon,Age_Ma,Age_Error_Ma,Age_Method,Age_Confidence,Ore_Tonnage_Mt,Cu_Grade_Percent,Cu_Tonnage_Mt,Tectonic_Setting,Source,References,Notes,Recon_Age_Ma,Age_Mod_Flag,Plate_ID
3023,Shirataki,VMS,Mafic,Japan,Kochi,33.82277778,133.4911111,360.0,,,,4.96,1.3,0.06448,Pelite-mafic in mature oceanic backarc,Mosier_2009,"Geological Survey of Japan, 1980, Mines summary report, v. 2, south-west Japan: Report No. 260, p. 193–194.; Horikoshi, Ei, 1960, Hematite-ilmenite exsolution intergrowth in quartz schist closely associated with the cupriferous pyritic deposits of “Kieslager” type at the Shirataki mine, Kochi Prefecture: Mining Geology, v. 10, no. 42, p. 189–196 (in Japanese).; Kase, Katsuo, and Yamamoto, Masahiro, 1988, Minerals and geochemical characteristics of ores from the Besshi-type deposits in the Sambagawa Belt, Japan: Mining Geology, v. 38, no. 3, p. 203–214.; Takeda, Hideo, 1960, Geology and ore deposits of the Shirataki mine, Kochi Prefecture (I): Geologic structure around the main ore bodies: Mining Geology, v. 10, no. 40, p. 85–93 (in Japanese).; Takeda, Hideo, 1960, Geology and ore deposits of the Shirataki mine, Kochi Prefecture (II)—Mode of occurrence of ore deposits and characteristics of ores: Mining Geology, v. 10, no. 41, p. 127–140 (in Japanese).; Takeda, Hideo, 1970, Structural study on the stratified pyritic deposits in the Shirataki and Sazare mining district, Shikoku, in Tatsumi, Tatsuo, ed., Volcanism and ore genesis: Tokyo, University of Tokyo Press, p. 77–91.","Massive, banded, impregnated ores. Besshi-type. Shirataki 4000 m x 1000 m, Okawa-Kamiko 600 m x 200 m, Okawa-Shimoko 6500 m x 200 m, Komochi 700 m x 300 m, Shiragayama 3000 m x 50 m. Overturned anticline.",30.0,0,631
3024,Taisho-Nishimata,VMS,Felsic,Japan,Aomori,41.19388889,140.8927778,15.0,,,,1.73,2.6,0.04498,Siliciclastic-felsic in mature epicontinental arc,Mosier_2009,"Geological Survey of Japan, 1980, Mines summary report, vol. 1, north-east Japan: Geological Survey of Japan Report no. 260, 310 p.; Geological Survey of Japan, 1960, Geological map Aomori: Sheet 5, scale 1:500,000.; Takahashi, I., 1974, Kuroko-type deposits of the western Shimokita Peninsula, Aomori Prefecture, in Ishihara, Shunso, and others, eds., Geology of kuroko deposits: Society of Mining Geologists of Japan, Mining Geology Special Issue 6, p. 45–52.","Massive and disseminated network. Nishimata is funnel shaped to 40 m depth. Ore was exposed. Orebodies: Nishimata, Sakari, Tenshu, Kinpachi, Asahi. Iwataki which is part of the Taisho mine is 1.2 km to the north of these orebodies and is therefore separated from this group.",15.0,0,625
3025,Takara,VMS,Felsic,Japan,Yamanashi,35.58333333,138.8333333,15.0,,,,1.53,0.14,0.002142,Siliciclastic-felsic in mature epicontinental arc,Mosier_2009,"Maruyama, S., and Mori, H., 1974, Geology of the Takara mine, Yamanashi Prefecture, in Ishihara, Shunso, and others, eds., Geology of kuroko deposits: Society of Mining Geologists of Japan, Mining Geology Special Issue 6, p. 209–211.","Massive. cylindrical, lenticular, bedded, vein-type. 4 orebodies: Main, East, West, North.",15.0,0,629
3026,Takaura,VMS,Mafic,Japan,Ehime,33.37611111,132.1225,270.0,,,,0.29,1.1,0.00319,Pelite-mafic in mature oceanic backarc,Mosier_2009,"Geological Survey of Japan, 1980, Mines summary report, v. 2, south-west Japan: Report No. 260, p. 106.; Kanehira, Keiichiro, and Tatsumi, Tatsuo, 1970, Bedded cupriferous iron sulphide deposits in Japan, a review, in Tatsumi, Tatsuo, ed., Volcanism and ore genesis: Tokyo, University of Tokyo Press, p. 51–76.;",Besshi-type.,30.0,0,631
3027,Tashiro,VMS,Felsic,Japan,Fukushima,37.52722222,139.4711111,15.0,,,,3.88,0.86,0.0333679999999999,Siliciclastic-felsic in mature epicontinental arc,Mosier_2009,"Geological Survey of Japan, 1980, Mines summary report, vol. 1, north-east Japan: Geological Survey of Japan Report no. 260, 310 p.; Hayakawa, Norihisa, Shimada, Ikuro, Shibata, Toyokichi, and Suzuki, Shunichi, 1974, Geology of the Aizu metalliferous district, northeast Japan, in Ishihara, Shunso, and others, eds., Geology of kuroko deposits: Society of Mining Geologists of Japan, Mining Geology Special Issue 6, p. 19–28.; Ohtagaki, T., Ono, T., and Kimura, A., 1974, Geology of the Tashiro mine, Fukushima Prefecture, in Ishihara, Shunso, and others, Japan, Special Issue 6, p. 189–194.; Yamaoka, Kazuo, and Asakura, Etsuro, 1974, Metallic ore minerals and associated clay minerals from the kuroko deposits in the Nishi-Aizu District, Fukushima Prefecture, Japan,  in Ishihara, Shunso, and others, eds., Geology of Kuroko deposits, Society of Mining Geologists of Japan, Special Issue 6, p. 363–370.;","Massive lenticular and funnel shaped. 5 orebodies: Takamori I, Takamori II, Manakura, Manakura-Kita, Shibosawa.",15.0,0,628
3028,Terano,VMS,Mafic,Japan,Ehime,33.68638889,132.7536111,320.0,,,,0.25,0.4,0.001,Pelite-mafic in mature oceanic backarc,Mosier_2009,"Geological Survey of Japan, 1980, Mines summary report, v. 2, south-west Japan: Report No. 260, p. 128.; Kanehira, Keiichiro, and Tatsumi, Tatsuo, 1970, Bedded cupriferous iron sulphide deposits in Japan, a review, in Tatsumi, Tatsuo, ed., Volcanism and ore genesis: Tokyo, University of Tokyo Press, p. 51–76.;",Besshi-type.,30.0,0,631
3029,Tsuchihata (Hatabira),VMS,Felsic,Japan,Iwate,38.45472222,140.3530556,15.0,,,,8.71,1.4,0.12194,Siliciclastic-felsic in mature epicontinental arc,Mosier_2009,"Geological Survey of Japan, 1980, Mines summary report, vol. 1, north-east Japan: Geological Survey of Japan Report no. 260, 310 p.; Matsukuma, T., 1974, Geology of the kuroko-type stockwork deposits of the Tsuchihata mine, Iwate Prefecture, in Ishihara, Shunso, and others, eds., Geology of kuroko deposits: Society of Mining Geologists of Japan, Mining Geology Special Issue 6, p. 169–182.","Massive funnel shaped. 5 orebodies: East, West, South, North, Saisei.",15.0,0,627
3030,Tsuchihata (Honniozawa),VMS,Felsic,Japan,Iwate,38.4575,140.3533333,15.0,,,,0.84,1.0,0.0084,Siliciclastic-felsic in mature epicontinental arc,Mosier_2009,"Geological Survey of Japan, 1980, Mines summary report, vol. 1, north-east Japan: Geological Survey of Japan Report no. 260, 310 p.; Matsukuma, T., 1974, Geology of the kuroko-type stockwork deposits of the Tsuchihata mine, Iwate Prefecture, in Ishihara, Shunso, and others, eds., Geology of kuroko deposits: Society of Mining Geologists of Japan, Mining Geology Special Issue 6, p. 169–182.","Massive, stockwork, 0.04 km thickness.",15.0,0,627
3031,Tsuchihata (Shiratsuchi),VMS,Felsic,Japan,Iwate,38.4475,140.3630556,15.0,,,,3.2,1.43,0.0457599999999999,Siliciclastic-felsic in mature epicontinental arc,Mosier_2009,"Chiron, J.–C., 1978, Les gisements (kuroko) du Japan, in Chronique de la recherches miniere: Paris, Bureau de Recherches Geologiques et Minieres, Bulletin no. 443, p. 3–26 (in French).; Geological Survey of Japan, 1980, Mines summary report, vol. 1, north-east Japan: Geological Survey of Japan Report no. 260, 310 p.; Matsukuma, T., 1974, Geology of the kuroko-type stockwork deposits of the Tsuchihata mine, Iwate Prefecture, in Ishihara, Shunso, and others, eds., Geology of kuroko deposits: Society of Mining Geologists of Japan, Mining Geology Special Issue 6, p. 169–182.","Massive, dissemination, tabular and irregular pipe.  8 orebodies: No. 1, No. 2, No. 3, No. 4, 40-go, East No. 1, East No. 2, North No. 1.",15.0,0,627
3032,Tsuchihata (Uenono-Okinazsawa),VMS,Felsic,Japan,Iwate,38.47166667,140.3438889,15.0,,,,2.65,1.21,0.0320649999999999,Siliciclastic-felsic in mature epicontinental arc,Mosier_2009,"Geological Survey of Japan, 1980, Mines summary report, vol. 1, north-east Japan: Geological Survey of Japan Report no. 260, 310 p.; Matsukuma, T., 1974, Geology of the kuroko-type stockwork deposits of the Tsuchihata mine, Iwate Prefecture, in Ishihara, Shunso, and others, eds., Geology of kuroko deposits: Society of Mining Geologists of Japan, Mining Geology Special Issue 6, p. 169–182.","Massive. 10 orebodies: No. 1, No. 2, No. 3, No. 4, East No. 1, East No. 2, East No. 3, East No. 4, West No. 1, Onigase.",15.0,0,627
3033,Tsuchihata (Washinosu),VMS,Bimodal-Mafic,Japan,Iwate,38.44972222,140.3830556,15.0,,,,0.36,0.4,0.0014399999999999,Bimodal-mafic in epicontinental arc,Mosier_2009,"Geological Survey of Japan, 1980, Mines summary report, vol. 1, north-east Japan: Geological Survey of Japan Report no. 260, 310 p.; Matsukuma, T., 1974, Geology of the kuroko-type stockwork deposits of the Tsuchihata mine, Iwate Prefecture, in Ishihara, Shunso, and others, eds., Geology of kuroko deposits: Society of Mining Geologists of Japan, Mining Geology Special Issue 6, p. 169–182.","Stockwork, 0.04 km thickness. 4 stockwork bodies and 3 veins at depth.",15.0,0,627
3034,Tsunatori,VMS,Felsic,Japan,Iwate,39.30416667,140.9416667,15.0,,,,0.11,4.1,0.0045099999999999,Siliciclastic-felsic in mature epicontinental arc,Mosier_2009,"Geological Survey of Japan, 1968, Structural map Akita: Sheet 6, scale 1:500,000.; Geological Survey of Japan, 1980, Mines summary report, vol. 1, north-east Japan: Geological Survey of Japan Report no. 260, 310 p.",,15.0,0,626
3035,Yanahara,VMS,Mafic,Japan,Okayama,34.77777778,134.0702778,270.0,,,,25.0,1.2,0.3,Pelite-mafic in mature oceanic backarc,Mosier_2009,"Geological Survey of Japan, 1980, Mines summary report, v. 2, south-west Japan: Report No. 260, p. 74–75.; Horikoshi, Ei, 1958, Occurences of barite and anhydrite in some cupriferous iron sulfide deposits: Mining Geology, v. 8, no. 32, p. 328–334 (in Japanese).; Imai, H., 1978, Yanahara mine, Okayama Prefecture, in Imai, Hideki, ed., Geological studies of the mineral deposits in Japan and East Asia: Tokyo, University of Tokyo Press, p. 258–260.; Kanehira, Keiichiro, and Tatsumi, Tatsuo, 1970, Bedded cupriferous iron sulphide deposits in Japan, a review, in Tatsumi, Tatsuo, ed., Volcanism and ore genesis: Tokyo, University of Tokyo Press, p. 51–76.; Mitsuno, Chiharu, 1988, Stratiform sulfide ore deposits of the Upper Palaeozoic in Eastern Chugoku and Western Kinki regions, southwestern Japan—Studies on the geology and ore deposits of the Yanahara mining district—Part 2: Mining Geology, v. 38, no. 3, p. 247–262.; Oshima, Takayoshi, 1958, Geology and ore deposits of the Yanahara mine with reference to structural control: Mining Geology, v. 8, no. 29, p. 135–152 (in Japanese).","Massive pyritic orebody rimmed by pyrrhotite or magnetite. Besshi-type. Yanahara Honkosyo 1700 m x 450 m x 100 m, Shimoyanahara 200 m x 80 m, Hisagi-Kyu-Hisagi 1000 m x 100 m, Hidashiro 500 m x 100 m, eastern deposits 1500 m x 300 m.",30.0,0,630
3036,Yoichi,VMS,Felsic,Japan,Hokkaido,43.04527778,140.7691667,15.0,,,,0.74,0.7,0.00518,Siliciclastic-felsic in mature epicontinental arc,Mosier_2009,"Geological Survey of Japan, 1980, Mines summary report, vol. 1, north-east Japan: Geological Survey of Japan Report no. 260, 310 p.; Ogura, N., 1974, Geologic structure, igneous activity and mineralization of the Kunitomi mine area, Hokkaido, in Ishihara, Shunso, and others, eds., Geology of kuroko deposits: Society of Mining Geologists of Japan, Mining Geology Special Issue 6, p. 29–38.","Massive, stockwork, 0.02 km thickness.",15.0,0,625
3037,Yokota (Motoyama-Hama),VMS,Felsic,Japan,Fukushima,37.39277778,139.4333333,15.0,,,,7.99,1.08,0.086292,Siliciclastic-felsic in mature epicontinental arc,Mosier_2009,"Geological Survey of Japan, 1980, Mines summary report, vol. 1, north-east Japan: Geological Survey of Japan Report no. 260, 310 p.; Hayakawa, Norihisa, Shimada, Ikuro, Shibata, Toyokichi, and Suzuki, Shunichi, 1974, Geology of the Aizu metalliferous district, northeast Japan, in Ishihara, Shunso, and others, eds., Geology of kuroko deposits: Society of Mining Geologists of Japan, Mining Geology Special Issue 6, p. 19–28.; Hirabayashi, T., 1974, On the kuroko-type orebodies in the Yokota mine area, Nishi-Aizu district, Fukushima Prefecture, in Ishihara, Shunso, and others, eds., Geology of kuroko deposits: Society of Mining Geologists of Japan, Mining Geology Special Issue 6, p. 195–202.; Utada, Minoru, Minato, Hideo, Ishidawa, Tasuku, and Yoshizaki, Yoshiro, 1974, The alteration zones surrounding kuroko-type deposits in Nishi-Aizu District, Fukushima Prefecture, with emphasis on the analcime zone as an indicator in exploration for ore deposits, in Ishihara, Shunso, and others, eds., Geology of kuroko deposits: Society of Mining Geologists of Japan, Mining Geology Special Issue 6, p. 291–302.; Yamaoka, Kazuo, and Asakura, Etsuro, 1974, Metallic ore minerals and associated clay minerals from the kuroko deposits in the Nishi-Aizu District, Fukushima Prefecture, Japan,  in Ishihara, Shunso, and others, eds., Geology of kuroko deposits: Society of Mining Geologists of Japan, Mining Geology Special Issue 6, p. 363–370.;","Massive, stockwork.",15.0,0,628
3038,Yoshino,VMS,Bimodal-Mafic,Japan,Akita,39.20277778,140.5944444,15.0,,,,4.2,1.1,0.0462,Bimodal-mafic in epicontinental arc,Mosier_2009,"Geological Survey of Japan, 1968, Structural map Akita: Sheet 6, scale 1:500,000.; Geological Survey of Japan, 1980, Mines summary report, vol. 1, north-east Japan: Geological Survey of Japan Report no. 260, 310 p.","Massive, stockwork. Kumanosawa 150 m x 100 m; Udozawa 120 m x 60 m.",15.0,0,626
3039,Yoshino (Hisaka),VMS,Felsic,Japan,Yamagata,38.15,140.4022222,15.0,,,,0.96,1.0,0.0096,Siliciclastic-felsic in mature epicontinental arc,Mosier_2009,"Geological Survey of Japan, 1980, Mines summary report, vol. 1, north-east Japan: Geological Survey of Japan Report no. 260, 310 p.; Osada, T., Abe, M., and Daimaru, K., 1974, Geology of the Yoshino mine, Yamagata Prefecture, in Ishihara, Shunso, and others, eds., Geology of kuroko deposits: Society of Mining Geologists of Japan, Mining Geology Special Issue 6, p. 183–188.","Massive, stockwork, 0.02 km thickness.",15.0,0,627
3040,Yoshino (Main),VMS,Felsic,Japan,Yamagata,38.15,140.1913889,15.0,,,,4.75,1.33,0.063175,Siliciclastic-felsic in mature epicontinental arc,Mosier_2009,"Geological Survey of Japan, 1980, Mines summary report, vol. 1, north-east Japan: Geological Survey of Japan Report no. 260, 310 p.; Osada, T., Abe, M., and Daimaru, K., 1974, Geology of the Yoshino mine, Yamagata Prefecture, in Ishihara, Shunso, and others, eds., Geology of kuroko deposits: Society of Mining Geologists of Japan, Mining Geology Special Issue 6, p. 183–188.","Massive, funnel-shape stockwork.",15.0,0,627
3041,Yoshinomoto,VMS,Mafic,Japan,Miyazaki,32.57222222,131.4472222,100.0,,,,0.03,2.6,0.00078,Pelite-mafic in mature oceanic backarc,Mosier_2009,"Geological Survey of Japan, 1980, Mines summary report, v. 2, south-west Japan: Report No. 260, p. 239.; Kanehira, Keiichiro, and Tatsumi, Tatsuo, 1970, Bedded cupriferous iron sulphide deposits in Japan, a review, in Tatsumi, Tatsuo, ed., Volcanism and ore genesis: Tokyo, University of Tokyo Press, p. 51–76.;",Besshi-type.,30.0,0,631
3042,Yuryo,VMS,Mafic,Japan,Ehime,33.70694444,132.8052778,320.0,,,,0.18,0.9,0.00162,Pelite-mafic in mature oceanic backarc,Mosier_2009,"Geological Survey of Japan, 1980, Mines summary report, v. 2, south-west Japan: Report No. 260, p. 139.; Kanehira, Keiichiro, and Tatsumi, Tatsuo, 1970, Bedded cupriferous iron sulphide deposits in Japan, a review, in Tatsumi, Tatsuo, ed., Volcanism and ore genesis: Tokyo, University of Tokyo Press, p. 51–76.;",Besshi-type.,30.0,0,631
3043,50 Let Oktyabrya,VMS,Bimodal-Mafic,Kazakhstan,Aktyubinsk,50.48555556,59.10805556,380.0,,,,46.0,1.82,0.8371999999999999,Bimodal-mafic in oceanic arc,Mosier_2009,"Bonita Group, 2007, Exploitation of the “50th Anniversary of October” deposit: http://www.bonita-group.com/cgi-bin/cm/get_doc.fpl?s_id=500&doc_id=199&lang_id=2 (last accessed April 21, 2006).; Herrington, R.J., Armstrong, R.N., Zaykov, V.V., Maslennikov, V.V., Tesalina, S.G., Orgeval, J.-J., and Taylor, R.N.A., 2002, Massive sulfide deposits in the South Urals—Geological setting within the framework of the Uralide orogen, in Brown, D., Juhlin, C., and Puchkov, V., eds., Mountain building in the Uralides, Pangea to present: Washington, D.C., American Geophysical Union Geophysical Monograph 132, p. 155–182.  ; Herrington, R.J., Zaykov, V.V., Maslennikov, V.V., Brown, D., and Puchkov V.N., 2005, Mineral deposits of the Urals and links to geodynamic evolution, in Hedenquist, J.W., Thompson, J.H.F., Goldfarb, R.J., and Richards, J.P., eds., Economic Geology 100th anniversary volume: Littleton, Colorado, Society of Economic Geologists, p. 1069–1095, CD Supplemented Appendices.; Krivtsov, A.I., ed., 1993, Geological Survey and mineral resources development: Moscow, TSNIGRI, Russian Federation Committee on Geology and Mineral Resources Use, 618 p. (in Russian). ; Metal Mining Agency of Japan, 1998, List of the metallic mineral deposits in Asia: Mineral Resources Information Center, 43 p.; Prokin, V.A., and Buslaev, F.P., 1999, Massive copper–zinc sulphide deposits in the Urals: Ore Geology Reviews, v. 14, p. 1–69.; Prokin, V.A., Buslaev, F.P., Ismagilov, M.I., and others, 1988, Massive sulfide deposits of the Urals, geologic structure: Sverdlovsk, USSR Academy of Sciences, Ural Division, 241 p. (in Russian).; Prokin, V.A., Necheukhin, V.M., Sopko, P.F., and others, 1985, Massive sulfide deposits of the Urals, geologic setting: Sverdlovsk, USSR Academy of Sciences, Ural Scientific Center, 288 p. (in Russian). ; Prokin, V.A., Seravkin, I.B., Buslaev, F.P., and others, 1992, Massive sulfide deposits of the Urals, conditions of origin: Sverdlovsk, USSR Academy of Sciences, Ural Division, 307 p. (in Russian).; Samonov, I.Z., and Pozhariski, I.F., 1978, Copper deposits, in Smirnov, V.I., ed., Ore deposits of the USSR: Moscow, Nedra Publishing House, p. 100–167 (in Russian).; Yarosh, P.Y., 1973, Diagenesis and metamorphism of massive sulfide ores in the Urals VMS deposits: Moscow,  “Nauka” Publishing House, 239 p. (in Russian).","Urals-type in regional classification. Contact metamorphism of host rocks around diorite- granodiorite intrusion (Late Devonian) to anthophyllite- biotite-cordierite hornfels. Lensoid ore bodies ≤120 m thick dipping at 45 to 80º. Devonian Magnitogorsk volcanic arc, South Urals.",380.0,0,302
3044,Abyz,VMS,Felsic,Kazakhstan,Karaganda,49.33055556,76.23944444,410.0,,,,9.1,1.36,0.12376,Bimodal-felsic in oceanic arc,Mosier_2009,"Franklin, J.M., Gibson, H.L., Jonasson, I.R., and Galley, A.G., 2005, Volcanogenic massive sulfide deposits, in Hedenquist, J.W., Thompson, J.H.F., Goldfarb, R.J., and Richards, J.P., eds., Economic Geology 100th anniversary volume: Littleton, Colorado, Society of Economic Geologists, p. 523–560, CD Supplemental Appendices, 45 p. including table 1.; Kazakhmys PLC, 2005, Annual Report & Accounts, production and reserves, p. 132–138: http://www.kazakhmys.com/files/annual_reports/30.pdf (last accessed June 29, 2007).; Kurchavov, A.M., Grankin, M.S., Mal’chenko, E.G., Khamzin, B.S., and Zhukovskii, V.I., 2002, Metallogenic zonality of the Devonian volcanoplutonic belt in Central Kazakhstan: Geology of Ore Deposits, v. 44, no. 1, p. 22–30.; Zonenshain, L.P., Kuzmin, M.I., and Natapov, L.M., 1990, Geology of the USSR—A plate-tectonic synthesis: American Geophysical Union, Geodynamics Series, v. 21, 242 p.",Paleozoic Chingiz volcanic arc.,280.0,0,463
3045,Akbastau,VMS,Felsic,Kazakhstan,Semipalatinsk,48.60666667,77.78833333,455.0,,,,12.1,1.71,0.2069099999999999,Bimodal-felsic in oceanic arc,Mosier_2009,"Franklin, J.M., Gibson, H.L., Jonasson, I.R., and Galley, A.G., 2005, Volcanogenic massive sulfide deposits, in Hedenquist, J.W., Thompson, J.H.F., Goldfarb, R.J., and Richards, J.P., eds., Economic Geology 100th anniversary volume: Littleton, Colorado, Society of Economic Geologists, p. 523–560, CD Supplemental Appendices, 45 p. including table 1.; Kazakhmys PLC, 2005, Annual Report & Accounts, production and reserves, p. 132–138: http://www.kazakhmys.com/files/annual_reports/30.pdf (last accessed June 29, 2007).; Zhukov, N.M., Kolesnikov, V.V., Miroshnichenko, L.M., Egembaev, K.M., Pavlova, Z.N., and Bakarasov, E.V., 1998, Copper deposits of Kazakhstan, reference book edited by Abdulin, A.A., and others: Ministry of Ecology and Natural Resources of the Republic of Kazakhstan, 136 p.; Zonenshain, L.P., Kuzmin, M.I., and Natapov, L.M., 1990, Geology of the USSR—A plate-tectonic synthesis: American Geophysical Union, Geodynamics Series, v. 21, 242 p.",Paleozoic Chingiz volcanic arc.,250.0,0,462
3046,Anisimov Klyuch,VMS,Felsic,Kazakhstan,East Kazakhstan,50.67555556,82.99583333,380.0,,,,3.4,3.07,0.1043799999999999,Bimodal-felsic in epicontinental arc,Mosier_2009,"Avdonin, V.V., and Sergeeva, N.E., 2002, Trace elements in the pyrite-polymetallic deposits of different ages in Rudny Altai: Moscow University Geology Bulletin, v. 57, no. 2, p. 10–17.; Dumchev, A.V., 1988, Characteristics of formation and situation of pyrite-polymetallic deposits in the Snegirkha region (Rudny Altai): Moscow University Geology Bulletin, v. 43, no. 5, p. 87–92.; Khisamutdinov, M.G., 1978, Metallogeny and polymetallic deposits of Rudny Altai: Leningrad, Nedra Publishing House, 195 p. (in Russian).; Metal Mining Agency of Japan, 1998, List of the metallic mineral deposits in Asia: Mineral Resources Information Center, 43 p.",Rudny Altai Middle Paleozoic island arc on the Caledonian continental basement.,380.0,0,401
3047,Artemievskoe,VMS,Felsic,Kazakhstan,East Kazakhstan,50.6,82.81,375.0,,,,50.0,1.4,0.7,Bimodal-felsic in epicontinental arc,Mosier_2009,"Avdonin, V.V., and Sergeeva, N.E., 2002, Trace elements in the pyrite-polymetallic deposits of different ages in Rudny Altai: Moscow University Geology Bulletin, v. 57, no. 2, p. 10–17.; Eremin, N.I., and Sergeeva, Nat.E., 1995, Bismuth  mineralization in massive sulfide deposits of Altai: Geology of Ore Deposits (Geologiya Rudnykh Mestorozhdeni), v. 37, no. 6, p. 558–564 (in Russian).; Eremin, N.I., Sergeeva, Nat.E., Dergachev, A.L., and Pozdnyakova, N.V., 2000, Precious metals in volcanogenic massive sulfide deposits: Moscow University Geology Bulletin, v. 55, no. 1, p. 45–54.; Fedorov, D.T., 1993, Massive sulfide-polymetallic deposits of the Kamyshin ore field, eastern Kazakhstan: International Geology Review, v. 35, no. 8, p. 758–774.; Fedorov, D.T., Kuzhakhmetov, R.I., Leonov, S.A., and Pozdnyakova, N.V., 1987, The Artem’evskoe massive sulfide deposit, Rudny Altai: Geology of Ore Deposits (Geologiya Rudnykh Mestorozhdeni), v. 29, no. 4, p. 35–43 (in Russian). ; Franklin, J.M., Gibson, H.L., Jonasson, I.R., and Galley, A.G., 2005, Volcanogenic massive sulfide deposits, in Hedenquist, J.W., Thompson, J.H.F., Goldfarb, R.J., and Richards, J.P., eds., Economic Geology 100th anniversary volume: Littleton, Colorado, Society of Economic Geologists, p. 523–560, CD Supplemental Appendices, 45 p. including table 1.; Ivankin, P.F., Inshin, P.V., and Kuzebni, V.S., 1961, Ore deposit types in Rudny Altai: Alma-Ata, Kazakh Soviet Republic, Publishing House of Academy of Sciences, 286 p. (in Russian).; Metal Mining Agency of Japan, 1998, List of the metallic mineral deposits in Asia: Mineral Resources Information Center, 43 p.; Shcherba, G.N., ed., 2000, Great Altai (geology and metallogeny), vol. 2, Metallogeny: Almaty, VAC Publishing House, 397 p. (in Russian). ; Veits, B.I., 1959, Mineralogy of Rudny Altai, Vol. 3, Geological-mineralogical characteristics of polymetallic deposits: Alma-Ata, Kazakh Soviet Republic, Publishing House of Academy of Sciences, 488 p. (in Russian). ; Yakovlev, G.F., 1983, Devlopment of volcanic structures and pyrite formation: Moscow University Geology Bulletin, v. 38, no. 5, p. 1–13.",Gentle massive sulfide concordant lenses with Cu stockwork below. Rudny Altai Middle Paleozoic island arc on the Caledonian continental basement.,375.0,0,401
3048,Avangard,VMS,Bimodal-Mafic,Kazakhstan,Aktyubinsk,50.61472222,59.03083333,380.0,,,,15.0,1.3,0.195,Bimodal-mafic in oceanic arc,Mosier_2009,"Franklin, J.M., Gibson, H.L., Jonasson, I.R., and Galley, A.G., 2005, Volcanogenic massive sulfide deposits, in Hedenquist, J.W., Thompson, J.H.F., Goldfarb, R.J., and Richards, J.P., eds., Economic Geology 100th anniversary volume: Littleton, Colorado, Society of Economic Geologists, p. 523–560, CD Supplemental Appendices, 45 p. including table 1.; Herrington, R.J., Armstrong, R.N., Zaykov, V.V., Maslennikov, V.V., Tesalina, S.G., Orgeval, J.-J., and Taylor, R.N.A., 2002, Massive sulfide deposits in the South Urals—Geological setting within the framework of the Uralide orogen, in Brown, D., Juhlin, C., and Puchkov, V., eds., Mountain building in the Uralides, Pangea to present: Washington, D.C., American Geophysical Union Geophysical Monograph 132, p. 155–182.  ; Prokin, V.A., and Buslaev, F.P., 1999, Massive copper–zinc sulphide deposits in the Urals: Ore Geology Reviews, v. 14, p. 1–69.; Prokin, V.A., Necheukhin, V.M., Sopko, P.F., and others, 1985, Massive sulfide deposits of the Urals, geologic setting: Sverdlovsk, USSR Academy of Sciences, Ural Scientific Center, 288 p. (in Russian). ; Prokin, V.A., Seravkin, I.B., Buslaev, F.P., and others, 1992, Massive sulfide deposits of the Urals, conditions of origin: Sverdlovsk, USSR Academy of Sciences, Ural Division, 307 p. (in Russian).","Concordant steeply dipping massive sulfide layers and lenses. Contact metamorphism of host rocks around diorite- granodiorite intrusion (Late Devonian) to anthophyllite- biotite-cordierite hornfels. Devonian Magnitogorsk volcanic arc, South Urals.",380.0,0,302
